preprocessedSmiles,Molecule ChEMBL ID,pChEMBL Value,activity_classification
CCOc1ccc2c(c1)CC/C2=C\c1cccnc1,CHEMBL425323,5.15,inactive
CCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL328546,4.4,inactive
O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,CHEMBL161530,5.68,inactive
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1)S(C)(=O)=O,CHEMBL220792,5.62,inactive
CC(C)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL274387,5.23,inactive
C[C@]12CCC3C(CCC4C(=S)C(=O)CC[C@@]43C)C1CCC2=O,CHEMBL288242,5.46,inactive
COc1ccc(OCc2cn(C(c3ccc(C#N)cc3)c3ccc(C#N)cc3)nn2)cc1,CHEMBL1824753,4.92,inactive
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1,CHEMBL220829,5.23,inactive
COC(=O)C1Cc2c([nH]c3ccccc23)CN1CC1CC1,CHEMBL1915161,4.23,inactive
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CHEMBL267476,4.32,inactive
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CHEMBL15594,4.55,inactive
OCc1cc(-c2ccccc2)[nH]c2c1ccc1nccc12,CHEMBL2442772,5.67,inactive
CCn1ccc2c3c(C(=O)O)cc(-c4ccccc4)nc3ccc21,CHEMBL2442765,5.83,inactive
CC(C)(C(=O)Nc1ccccc1Oc1ccc(F)cc1)n1cncn1,CHEMBL1784810,4.88,inactive
O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,CHEMBL224786,5.29,inactive
COc1cc(O)c([C@@H]2C[C@@H](c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)/C=C/c1ccccc1,CHEMBL3134107,5.48,inactive
COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,CHEMBL419131,4.89,inactive
O=C1/C(=C\c2ccncc2)C(c2ccccc2)Oc2ccccc21,CHEMBL10072,5.48,inactive
O=[N+]([O-])c1ccccc1S(=O)(=O)NCc1cccc(CNS(=O)(=O)c2ccccc2[N+](=O)[O-])c1,CHEMBL4555477,5.43,inactive
O=c1c2ccccc2oc2c(Cn3ccnc3)c([N+](=O)[O-])ccc12,CHEMBL1083664,5.72,inactive
CC(C)=C(c1ccncc1)c1ccc(-c2cccc(N)c2)cc1,CHEMBL1173326,5.3,inactive
COc1cccc2c1CCC(Cc1ccncc1)C2=O,CHEMBL90427,5.66,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,CHEMBL149791,4.6,inactive
Cc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1,CHEMBL4170393,4.92,inactive
O=S(=O)(NCCc1c(C(c2ccc(Br)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,CHEMBL4171198,5.57,inactive
O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,CHEMBL4159101,5.27,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4cc(=O)oc5ccccc45)nn3)c1)CC2,CHEMBL3589966,5.75,inactive
Fc1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,CHEMBL3582472,5.35,inactive
CC(C)(O)c1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,CHEMBL3582477,5.9,inactive
COc1ccc2c(c1)CC(Cc1ccncc1)C2=O,CHEMBL26279,5.47,inactive
Brc1ccc2c(c1)CC/C2=C/c1ccncc1,CHEMBL179222,5.4,inactive
O=C1C[C@@H](c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,CHEMBL458395,5.66,inactive
CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)ccc1O,CHEMBL464007,5.01,inactive
CC12CCC3C(CC=C4CCCCC43C)C1CC(Br)C2=O,CHEMBL71363,4.26,inactive
CC(C)=CCc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,CHEMBL458188,4.51,inactive
O=C1CCc2cc(C(c3cccnc3)c3cccc(Cl)c3)cc3c2N1CC3,CHEMBL2312971,5.87,inactive
O=C(Cn1ccnc1)c1ccc(OCc2ccccc2)cc1,CHEMBL3359960,5.35,inactive
CC12CCC3C(CC(Cc4ccccc4)=C4CC(=O)CCC43C)C1CCC2=O,CHEMBL24897,5.4,inactive
O=S(=O)(C1CC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3922888,5.74,inactive
c1ccc(-c2cc(-c3cccnc3)nc(-c3cccnc3)c2)cc1,CHEMBL495566,4.33,inactive
O=C1/C(=C/c2ccncc2)CCc2c1ccc1c2CCCC1,CHEMBL376039,5.0,inactive
O=c1ccc2ccc(OCCn3ccnc3)cc2o1,CHEMBL390152,4.5,inactive
COc1cc(O)c2c(c1)O[C@@]1(C)C(C2=O)[C@@H](O)C[C@H](C)[C@@H]1O,CHEMBL376473,4.55,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCCO)cc1)c1ccccc1,CHEMBL3422046,4.52,inactive
O=S(=O)(NCCc1c(C(c2ccc(O)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,CHEMBL4166016,5.85,inactive
CC(=O)OC1CCC[C@@]2(CO)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL1630271,4.96,inactive
COc1cc(O)c([C@H]2C[C@@H](c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)/C=C/c1ccccc1,CHEMBL3134108,5.75,inactive
O=[N+]([O-])c1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cc1,CHEMBL1173131,5.08,inactive
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1C/C(=C\c1cccc(OCCCn3ccnc3)c1)C2=O,CHEMBL2282050,5.36,inactive
Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)s1,CHEMBL475944,5.97,inactive
COc1cccc2c1C/C(=C/c1ccncc1)C2=O,CHEMBL23334,5.43,inactive
CCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL204184,5.6,inactive
COCSC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O,CHEMBL291279,5.0,inactive
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O,CHEMBL374535,5.57,inactive
C[C@]12C=CC(=O)C=C1C(CC=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3753463,5.6,inactive
COc1cccc2c1CC(Cc1ccncc1)C2=O,CHEMBL283782,4.85,inactive
Cc1cc(O)cc2c1Oc1cc(O)cc(C)c1C(=O)O2,CHEMBL3221175,5.28,inactive
Oc1ccc(C(=C(Cn2cnnc2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,CHEMBL4752568,4.85,inactive
CCCCCCCc1cn(Cc2ccc(C#N)cc2)nn1,CHEMBL1825027,5.51,inactive
O=C1CCc2cc(C(c3ccccc3)c3cccnc3)cc3c2N1CC3,CHEMBL2312968,5.67,inactive
CCC(C)CC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL287647,5.96,inactive
N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)cc1,CHEMBL4167841,5.01,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(F)cc1,CHEMBL3422029,5.99,inactive
COc1cc2c(cc1Br)CC[C@@H]1[C@@H](c3ccncc3)[C@H]21,CHEMBL2096873,5.55,inactive
COc1ccc2c(c1)OC(c1cccc(CC=C(C)C)c1)CC2=O,CHEMBL229906,5.33,inactive
CC(C)(C(=O)OC1(C)C2CC3CC(C2)CC1C3)c1cccnc1,CHEMBL3084923,4.4,inactive
COc1ccc(C2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C,CHEMBL229789,5.39,inactive
CC(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1ccncc1,CHEMBL133724,5.88,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2nccn2)cc1,CHEMBL1825022,4.1,inactive
COCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL165925,5.0,inactive
COc1cccc(-c2nc(-c3cccnc3)ns2)c1,CHEMBL1957209,4.83,inactive
Brc1ccc(-c2csc(-c3cccnc3)n2)cn1,CHEMBL1957220,5.13,inactive
C(=C1c2ccccc2-c2ccccc21)c1ccncc1,CHEMBL383145,5.56,inactive
CCCCCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL90856,5.0,inactive
N#Cc1ccc([C@H]2CCCCc3cncn32)c(F)c1,CHEMBL3099683,5.96,inactive
CC12CCC3C(C1CCC2=O)[C@H](Sc1ccccc1)C=C1C(Oc2ccccc2)C(=O)CCC13C,CHEMBL335408,5.78,inactive
COCOC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O,CHEMBL290309,5.36,inactive
Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1N,CHEMBL1173327,4.61,inactive
COc1ccc2c(c1)OC(c1ccc(O)cc1)CC2=O,CHEMBL402970,5.43,inactive
COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O,CHEMBL256407,5.46,inactive
O=[N+]([O-])c1cccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3cccc([N+](=O)[O-])c3)[nH]c3ccccc23)c1,CHEMBL4176982,5.77,inactive
CCn1c2ccccc2c2ccc(C(c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(Cl)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(Cl)cc3)cc21,CHEMBL4170175,5.41,inactive
O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(Cl)cc1)c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(Cl)cc1,CHEMBL4166769,5.08,inactive
C[C@@H]1CCC2C(C)(C)C3CC21CC[C@@]3(C)OC(=O)C(C)(C)c1cccnc1,CHEMBL444068,4.09,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCCCN)cc1)c1ccccc1,CHEMBL3422050,5.91,inactive
C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C(F)F)[C@@H]1CC[C@@H]2O,CHEMBL2112309,4.58,inactive
CCCCCCCCCCc1cn(Cc2ccc(C#N)cc2)nn1,CHEMBL1825028,5.1,inactive
Cc1ccc(OCc2cn(Cc3ccc(C#N)cc3)nn2)cc1,CHEMBL1825035,5.38,inactive
COC(=O)C1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,CHEMBL1915159,4.17,inactive
NCCOc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422039,5.71,inactive
CCC(CC)=C(c1ccc(O)cc1)c1ccc(OCCN)cc1,CHEMBL3422030,5.88,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCC(=O)O)cc1)c1ccccc1,CHEMBL3422047,5.43,inactive
COc1cc(OC)cc(C2COc3ccccc3C2=O)c1,CHEMBL2011184,4.96,inactive
Cn1c(-c2csc(-c3ncccn3)n2)nc2ccccc21,CHEMBL4228031,5.7,inactive
CC12CCC3C(CC(c4ccccc4)=C4CC(=O)CCC43C)C1CCC2=O,CHEMBL281871,5.77,inactive
CCCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL91363,5.62,inactive
CC(=O)O[C@H]1CCC[C@@]2(CO)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL2112738,4.96,inactive
O=C1c2cc(Br)ccc2OCC1c1ccccc1,CHEMBL2011189,4.54,inactive
O=S(=O)(c1cccs1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3960724,5.0,inactive
O=C1c2ccccc2OCC1c1cc(F)cc(F)c1,CHEMBL3105522,4.7,inactive
COc1ccc2c(Cc3ccc(O)cc3)cncc2c1O,CHEMBL523231,4.53,inactive
O=[N+]([O-])c1ccc2c(c1)nc(-c1ccccn1)n2CCc1ccncc1,CHEMBL523232,5.68,inactive
Clc1ccc(CN(CC/C=C/c2ccccc2)n2cncn2)c(Cl)c1,CHEMBL478023,4.76,inactive
Clc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,CHEMBL489188,5.96,inactive
O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccccc3)nn2)cc1,CHEMBL2430506,5.03,inactive
COc1ccc2ccc(=O)oc2c1Cn1ccnc1,CHEMBL223983,4.5,inactive
C(=C1c2ccccc2-c2ccccc21)c1cccnc1,CHEMBL194928,5.32,inactive
O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)ccc21,CHEMBL451168,5.02,inactive
Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12,CHEMBL363849,5.71,inactive
COc1ccc(OC)c(C=Cc2ccc(N)cc2)c1,CHEMBL1173699,5.74,inactive
CCC[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL1630278,5.26,inactive
CC12CCC3C(C(=O)C=C4CCCCC43C=O)C1CCC2=O,CHEMBL71169,4.22,inactive
COc1ccc(-c2csc(-c3ccncc3)n2)cn1,CHEMBL1957221,5.98,inactive
COc1ccc(C=Cc2ccc(N)cc2)cc1OC,CHEMBL1172937,4.84,inactive
CC12CCC3C(CC=C4CCCCC43C=O)C1CCC2=O,CHEMBL71736,5.05,inactive
Clc1ccc(-c2csc(-c3ncccn3)n2)cc1,CHEMBL4229272,5.47,inactive
COc1ccc(S(=O)(=O)NCCc2c(C(c3cc(OC)c(O)c(OC)c3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,CHEMBL4173619,5.6,inactive
CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2O)c1O,CHEMBL465880,5.34,inactive
CC(C)=CCC/C(C)=C/Cc1c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c2c1=O,CHEMBL458187,4.62,inactive
N#Cc1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421780,5.81,inactive
O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,CHEMBL404225,5.37,inactive
COc1cc(CCc2ccc(N)cc2)cc(OC)c1,CHEMBL1171818,5.56,inactive
COc1cc(CCc2ccc(N)cc2)cc(OC)c1OC,CHEMBL86928,5.55,inactive
CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1,CHEMBL3582478,5.99,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(-c3ccccc3)nn2)cc1,CHEMBL1824747,4.99,inactive
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(O)c(F)c2)cc1,CHEMBL1173335,5.24,inactive
CC(C)=CCc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O,CHEMBL465881,4.51,inactive
CC(C(=O)OC12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL134509,5.04,inactive
COc1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,CHEMBL1824767,4.82,inactive
CC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(CO)CCC1,CHEMBL1630265,5.44,inactive
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL1629801,4.52,inactive
COc1ccc(-c2csc(-c3ncccn3)n2)cc1,CHEMBL4224993,5.5,inactive
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,4.89,inactive
Clc1cccc(-c2csc(-c3ncccn3)n2)c1,CHEMBL4225257,5.49,inactive
O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)[nH]c2ccccc12)c1ccc(Br)cc1,CHEMBL4169756,5.12,inactive
Cc1ccnc(NS(=O)(=O)c2ccc(N=CCC(=O)c3cc4ccccc4oc3=O)cc2)n1,CHEMBL3914106,5.02,inactive
N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4175698,4.82,inactive
O=C1/C(=C/c2ccccc2OCCCn2ccnc2)Cc2ccccc21,CHEMBL2235952,5.96,inactive
N#Cc1ccc(C(c2cccc3[nH]ccc23)n2cncn2)cc1,CHEMBL513168,5.79,inactive
CCCCCCCc1cn(Cc2ccccc2)nn1,CHEMBL1825040,5.02,inactive
CCCCCCCCCCc1cn(Cc2ccccc2)nn1,CHEMBL1825041,5.19,inactive
O=[N+]([O-])c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825046,5.56,inactive
O=[N+]([O-])c1ccc(-c2ccncc2)c(OCc2ccccc2)c1,CHEMBL3421768,5.62,inactive
COc1ccc(C(C)NC(=O)c2ccccc2Cn2cncn2)cc1F,CHEMBL1784800,5.51,inactive
CC(C)c1cc(O)c2c(c1)CC[C@H]1C(C)(C)CCC[C@]21C,CHEMBL4852023,5.43,inactive
C[C@]12CC[C@H]3[C@@H](CC(OC(=O)CBr)=C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3753645,5.55,inactive
COc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825048,4.76,inactive
CC12CCC3C4=C(CCC3C1CCC2=O)CC(=O)CC4,CHEMBL309113,5.92,inactive
COc1ccc2c(Cn3cncn3)c(-c3ccc(Cl)cc3)[nH]c2c1,CHEMBL4162549,5.11,inactive
CCCCCC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,CHEMBL1630262,5.75,inactive
CC(=O)OCC12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,CHEMBL309656,5.4,inactive
CC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12,CHEMBL439950,5.14,inactive
Cc1nn(-c2cncc([C@@](C)(O)C(F)(F)F)c2)c2ccccc12,CHEMBL4080256,5.21,inactive
O=[N+]([O-])c1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,CHEMBL1824765,4.93,inactive
C=CCN(c1ccc(C(=O)NCCCn2ccnc2)cc1)S(C)(=O)=O,CHEMBL1538978,5.6,inactive
O=C(CCn1ccnc1)NCC1CCC(c2ncncc2-c2ccccn2)CC1,CHEMBL1784797,5.51,inactive
CCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL312960,4.68,inactive
C[C@]12CC[C@H]3C(Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,CHEMBL3752637,4.73,inactive
CCC(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1ccncc1,CHEMBL336102,5.4,inactive
Cn1ccnc1S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3891718,5.0,inactive
COc1ccc(Br)c2c1CCC1C(c3ccncc3)C21,CHEMBL63336,5.37,inactive
N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,CHEMBL4167430,5.26,inactive
Nc1ccc(-c2nsc(-c3ccc(N)cc3)n2)cc1,CHEMBL1939552,4.58,inactive
N#CC=C(c1ccc(O)c(F)c1)C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL4743255,4.76,inactive
Oc1ccc(C(=Cn2cnnc2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4749692,4.9,inactive
COc1ccccc1C1COc2ccccc2C1=O,CHEMBL2011181,4.01,inactive
N#Cc1ccc(S(=O)(=O)Nc2ccc(N=Nc3ccccc3)cc2)cc1,CHEMBL4847316,5.1,inactive
N#Cc1ccc(Cn2cc(-c3ccccc3)nn2)cc1,CHEMBL1825030,5.47,inactive
O=C(C=Cc1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL518414,4.45,inactive
C[C@]12CC[C@H]3C(C(=NOCCCn4ccnc4)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3753778,5.51,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccc(-c4ccccc4)cc3)nn2)cc1,CHEMBL1824754,4.88,inactive
Oc1ccc(C(=Cn2cncn2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4753984,5.52,inactive
CCS(=O)(=O)NCc1cncc(-c2c(C#N)c3ccc(Cl)cc3n2C)c1,CHEMBL3747562,5.47,inactive
O=c1ccc2ccc(OCc3cn(-c4ccc(S(=O)(=O)NCCc5ccccc5)cc4)nn3)cc2o1,CHEMBL2430497,4.9,inactive
C[C@]12CCC3c4cc(NC(=O)c5ccncc5)c(O)cc4CCC3[C@@H]1CCC2=O,CHEMBL3623220,4.51,inactive
CCN1CCc2cccc(C(c3ccc(F)cc3)n3cncn3)c21,CHEMBL41429,5.54,inactive
Clc1ccc(CN(Cc2cccc3ccccc23)n2ccnc2)c(Cl)c1,CHEMBL478648,5.4,inactive
CC(C)(C)c1ccc(CN(Cc2ccc(Cl)cc2Cl)n2ccnc2)cc1,CHEMBL491825,5.82,inactive
CCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29863,5.64,inactive
O=C(O)C1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,CHEMBL1915403,4.98,inactive
c1cnc(-c2nc(-c3cc4ccccc4s3)cs2)nc1,CHEMBL4225998,5.74,inactive
Oc1ccc(C(=C(Cn2cncn2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,CHEMBL4764457,5.53,inactive
C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CCCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3752280,5.77,inactive
COc1ccccc1C(c1cccnc1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL2312969,5.44,inactive
COc1cc(C=Cc2ccc(N)cc2)c(OC)c(OC)c1,CHEMBL1170663,5.64,inactive
Fc1cc2nc(-c3cncnc3C(F)(F)F)n(C3CC3)c2cc1F,CHEMBL4439573,5.19,inactive
O=C1/C(=C/c2ccncc2)CCc2ccc(O)cc21,CHEMBL313774,5.52,inactive
O=C(NCc1cccnc1)C12CC3CC(CC(C3)C1)C2,CHEMBL109347,5.5,inactive
O=C1CCc2cc(Cc3ccncc3)cc3c2N1CC3,CHEMBL2311553,5.67,inactive
N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,CHEMBL4763409,4.89,inactive
N#CC=C(c1ccc(O)cc1)C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL4747849,4.82,inactive
O=Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,CHEMBL2430510,5.1,inactive
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,CHEMBL367149,4.48,inactive
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,CHEMBL8739,4.36,inactive
O=S(=O)(C1CC1)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1,CHEMBL4126996,5.0,inactive
O=C(Cn1ccnc1)c1ccc(OCc2ccc(OC(F)(F)F)cc2)cc1,CHEMBL3359964,5.08,inactive
c1ccc(Cn2c3ccccc3c3ccccc32)cc1,CHEMBL3623230,5.57,inactive
FC(F)(F)c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421778,5.68,inactive
C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,CHEMBL4863718,4.98,inactive
COc1ccc2c(c1)CC(Cc1ccncc1)CC2,CHEMBL23365,5.37,inactive
COc1ccc2c(c1)OCC(c1ccccc1)C2=O,CHEMBL1165711,4.39,inactive
Brc1ccc(-c2nc(-c3cccnc3)cs2)cc1,CHEMBL1957212,5.1,inactive
O=C1c2cc(Cl)ccc2OCC1c1ccccc1,CHEMBL2011188,5.29,inactive
O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cc3)nn2)c2ccccc2o1,CHEMBL3264675,4.9,inactive
CC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)nn1,CHEMBL3264672,4.9,inactive
O=C(C=Cc1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OCCc2ccc(O)c(O)c2)[C@@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O,CHEMBL1689259,4.57,inactive
CCCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL39840,5.0,inactive
C[C@]12CC[C@H]3[C@@H](CC4=C5CC(=O)CC[C@@]53CO4)[C@@H]1CCC2=O,CHEMBL3623222,4.36,inactive
COC(=O)c1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL438802,5.9,inactive
O=S(=O)(c1cccc(OC(F)(F)F)c1)N1CCN(c2ccc(/C=C/c3cc(Cl)cc(Cn4ccnc4)c3)cc2)CC1,CHEMBL4288256,5.0,inactive
O=C(CC=Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1)c1ccc2c(c1)Nc1ccccc1S2,CHEMBL4098604,5.17,inactive
O=[N+]([O-])c1cccc(S(=O)(=O)NCCc2c(C(c3ccc(O)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3cccc([N+](=O)[O-])c3)[nH]c3ccccc23)c1,CHEMBL4162572,5.64,inactive
Cc1[nH]c2ccccc2c1C=NNc1ccc(Cl)cc1,CHEMBL4564431,5.06,inactive
C[C@]12CC[C@H]3[C@@H]([C@H](Sc4ccccc4)C=C4C(Oc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3754489,5.78,inactive
N[C@@H]1CCN(Cc2cc(=O)c3cc(F)ccc3[nH]2)C[C@H]1O,CHEMBL4474808,4.68,inactive
c1ccc(-c2ccc(OCc3cn(C(c4ccccc4)c4ccccc4)nn3)cc2)cc1,CHEMBL1824768,4.81,inactive
