preprocessedSmiles,Molecule ChEMBL ID,pChEMBL Value,activity_classification
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5O[C@@H]5C[C@@]43C)[C@@H]1CCC2=O,CHEMBL2058268,5.94,inactive
COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,CHEMBL387892,5.55,inactive
C#CC(O)C12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,CHEMBL82981,4.21,inactive
O=C1c2cc(O)ccc2CCC1Cc1ccncc1,CHEMBL90077,5.31,inactive
CCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL202471,5.57,inactive
O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,CHEMBL2430505,4.9,inactive
C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CC[C@@H]2O,CHEMBL1629803,5.19,inactive
CC[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL1630277,5.35,inactive
COc1ccc2c(c1)C/C(=C\c1ccncc1)C2=O,CHEMBL442262,5.32,inactive
C[C@]12CC[C@H]3[C@@H](CC[C@@]4(O)C(=O)C(O)CC[C@]34C)[C@@H]1CCC2=O,CHEMBL2431524,4.54,inactive
O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,CHEMBL387518,4.57,inactive
COc1ccc2c(c1)OC(c1ccccc1)CC2n1cncn1,CHEMBL185165,5.85,inactive
Clc1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,CHEMBL1824763,4.87,inactive
CC(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1,CHEMBL4129721,5.0,inactive
C[C@@H]1C(OC(=O)C(C)(C)c2ccncc2)CC2CC1C2(C)C,CHEMBL135070,5.42,inactive
COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccncc3)oc2c1,CHEMBL185809,5.8,inactive
C[C@@H]1O[C@]2(C(C)(C)O)C=C3CC[C@H]4C(C)(C)CCC[C@]4(C)[C@@]31OO2,CHEMBL4859743,4.97,inactive
CC(=O)OC1CCC2C3CCC4=CCCCC4(CO)C3CCC12C,CHEMBL81255,4.0,inactive
COC(C)(C)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,CHEMBL2331704,4.95,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C)nn3)cc1)CC2,CHEMBL3264679,4.9,inactive
C[C@]12CC[C@@H]3c4ccc(O)c(NC(=O)c5ccncc5)c4CC[C@H]3[C@@H]1CCC2=O,CHEMBL3623221,4.55,inactive
O=C(C=Cc1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O,CHEMBL1689258,4.49,inactive
CCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL38550,5.52,inactive
COc1ccc(S(=O)(=O)NCCc2c(C3(c4[nH]c5ccccc5c4CCNS(=O)(=O)c4ccc(OC)cc4)C(=O)Nc4ccccc43)[nH]c3ccccc23)cc1,CHEMBL4159550,5.55,inactive
O=S(=O)(NCCc1c(C(c2ccc3c(c2)Cc2ccccc2-3)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,CHEMBL4162907,5.06,inactive
Cc1nn(-c2cncc([C@](C)(O)C(F)(F)F)c2)c2ccccc12,CHEMBL4098297,5.2,inactive
C[C@]12CC[C@H]3C(Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CCC2=O,CHEMBL3752050,5.72,inactive
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,CHEMBL377626,5.74,inactive
CCc1nc(C)cn1Cc1ccccc1CC(=O)O,CHEMBL3623229,5.21,inactive
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL106,4.66,inactive
O=C(CC=Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1cc2ccccc2oc1=O,CHEMBL3959541,5.29,inactive
O=C(Cn1ccnc1)c1ccc(OCc2cccnc2)cc1,CHEMBL3359965,4.5,inactive
CCOc1ccc2c(c1)CC/C2=C/c1cccnc1,CHEMBL176886,5.12,inactive
CC12CC=CC=C1CC(=O)C1C2CCC2(C)C1CC[C@@H]2O,CHEMBL311400,4.38,inactive
O=S(=O)(C(F)F)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3968178,5.42,inactive
CC12CCC3C4=C(C=CCC4)CC(=O)C3C1CCC2=O,CHEMBL71612,4.48,inactive
CCCCCCCCC1C[C@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL331522,5.62,inactive
CC(=O)OC1=CC2C(=O)C[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,CHEMBL3752351,5.77,inactive
COc1ccc2cc(-c3cccnc3)ccc2c1Cl,CHEMBL197576,5.74,inactive
CC12CCC3C(C(=O)C=C4C=CCCC43C)C1CCC2=O,CHEMBL262723,5.75,inactive
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1C/C(=C\c1ccncc1)C2=O,CHEMBL2003274,5.28,inactive
C[C@@H]1C(OC(=O)Cc2cccnc2)CC2CC1C2(C)C,CHEMBL131984,5.25,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CHEMBL1093458,5.21,inactive
O=[N+]([O-])c1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)cc1,CHEMBL4172837,5.55,inactive
O=C1/C(=C/c2ccncc2)CCc2cc(O)ccc21,CHEMBL91992,5.07,inactive
CCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL313485,5.5,inactive
C[C@@H](OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,CHEMBL112292,4.8,inactive
CC12CCCCC1=CCC1C2CCC2(C)C(O)CCC12,CHEMBL68674,4.52,inactive
CC(C)(C)c1ccc(CN(CC/C=C/c2ccccc2)n2cncn2)cc1,CHEMBL478024,5.3,inactive
COc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL490584,5.78,inactive
COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,CHEMBL361653,5.51,inactive
N#CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3952032,5.55,inactive
CSC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O,CHEMBL39248,5.36,inactive
COc1cccc2c1C/C(=C\c1ccncc1)C2=O,CHEMBL288093,4.64,inactive
CC1(OC(=O)Cc2cccnc2)C2CC3CC(C2)CC1C3,CHEMBL3084924,4.97,inactive
CC12CCC3C(C(=O)C=C4C=CCCC43C=O)C1CCC2=O,CHEMBL302305,4.96,inactive
COc1ccc(/C=C2\Cc3ccccc3C2=O)cc1OCCCn1ccnc1,CHEMBL2235951,5.87,inactive
O=C(NCc1ccncc1)C12CC3CC(CC(C3)C1)C2,CHEMBL114447,5.82,inactive
COc1cc(C=CC(=O)OC/C(C)=C/Cc2c(O)ccc(C(=O)C=Cc3ccc(O)cc3O)c2O)ccc1O,CHEMBL463638,5.15,inactive
COCOc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1CC=C(C)C,CHEMBL229790,4.6,inactive
CCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL441404,5.44,inactive
CCCCCCCCCC1C[C@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL123494,5.39,inactive
CCCCCCCC#CCOC1=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL2179113,5.66,inactive
CCN(CC)c1ccc2cc(-c3nc(C)cs3)c(=O)oc2c1,CHEMBL4103066,5.96,inactive
CN1N=C2C(C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,CHEMBL3752166,5.74,inactive
COc1ccc([C@@H]2C3C[C@H]4[C@@H]5CC=C6CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1,CHEMBL3754378,5.74,inactive
COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1,CHEMBL229908,5.73,inactive
C[C@](O)(c1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1)C(F)(F)F,CHEMBL3923127,5.11,inactive
CC12CCC=CC1=CCC1C2CCC2(C)C1CC[C@@H]2O,CHEMBL71117,4.75,inactive
CC(C)CN1Cc2[nH]c3ccccc3c2CC1C(=O)O,CHEMBL1915176,4.14,inactive
CCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL39152,5.44,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccccc3)nn2)cc1,CHEMBL1824748,4.96,inactive
c1ccc(-c2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,CHEMBL1824761,4.89,inactive
CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL431843,4.29,inactive
NCCOc1ccc(C(=Cc2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422034,5.2,inactive
O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421769,5.72,inactive
CC1C(=O)C(=O)C[C@]2(C)[C@H]3CCc4cocc4[C@]3(CO)CCC12O,CHEMBL3315157,4.46,inactive
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,CHEMBL465879,4.52,inactive
O=C(OCc1cccnc1)C12CC3CC(CC(C3)C1)C2,CHEMBL113647,5.1,inactive
COc1ccc2c(Cn3cncn3)cc(=O)oc2c1,CHEMBL388604,5.44,inactive
CCCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL25735,5.89,inactive
N#Cc1cccc(COc2ccc(C(=O)Cn3ccnc3)cc2)c1,CHEMBL3359963,5.34,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc1)CC2,CHEMBL3264684,4.9,inactive
CCOC1=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL2179108,4.74,inactive
CCCCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL88421,5.52,inactive
CCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL314125,5.82,inactive
COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,CHEMBL3623212,5.62,inactive
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccc4c(c3)OCO4)C[C@@H]12,CHEMBL3752285,5.19,inactive
C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4C(=O)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL2431527,4.96,inactive
Nc1ccc(C23CC2C(=O)N(Cc2ccccc2)C3=O)cc1,CHEMBL369603,5.16,inactive
O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCCc2ccccc2)c1,CHEMBL3421770,5.3,inactive
COC(=O)C1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,CHEMBL1915156,4.2,inactive
c1ccc(CN(Cc2cccc3ccsc23)n2ccnc2)cc1,CHEMBL475943,5.0,inactive
CCCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL289766,5.62,inactive
CC(C)(C)c1ccc(CN(Cc2cccc3ccccc23)n2ccnc2)cc1,CHEMBL478647,5.34,inactive
CC(C)(C)c1ccc2c(c1)C(=O)C(c1ccccc1)CO2,CHEMBL2011190,4.21,inactive
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,CHEMBL253570,4.96,inactive
Clc1ccc(CN(Cc2ccccc2)n2ccnc2)s1,CHEMBL476143,5.97,inactive
Cc1nn(-c2cncc(C(C)(C)O)c2)c2cccc(F)c12,CHEMBL4080420,5.16,inactive
C#CC1=C2CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL25700,5.72,inactive
CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,CHEMBL112908,4.7,inactive
O=c1oc2cc(OCC(O)Cn3cncn3)ccc2c2c1CCC2,CHEMBL1784790,4.66,inactive
COc1ccc(/C=C/c2cccc(N)c2)c(OC)c1,CHEMBL1173641,4.95,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccc(Cl)cc3)nn2)cc1,CHEMBL1824749,4.79,inactive
CCCCCCCc1cn(C(c2ccc(C#N)cc2)c2ccc(C#N)cc2)nn1,CHEMBL1824744,4.97,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(C3CCCCC3)nn2)cc1,CHEMBL1824746,4.71,inactive
C[C@@H](OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL325461,4.44,inactive
Brc1ccc2c(c1)CC/C2=C\c1cccnc1,CHEMBL194440,5.11,inactive
O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3cccc4ccccc34)nn2)cc1,CHEMBL2430507,5.47,inactive
Fc1cncc(-c2nc3cc(F)c(Cl)cn3c2C2CC2)c1,CHEMBL3951973,5.64,inactive
C[C@]12CCC3C(CCC4C(=O)C(=O)CC[C@@]43C(F)F)C1CCC2=O,CHEMBL99057,5.48,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C(C)=O)nn3)cc1)CC2,CHEMBL3264681,4.9,inactive
O=c1cc(OCc2cn(-c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)nn2)c2ccccc2o1,CHEMBL3589964,4.9,inactive
COc1ccc2c(=O)c(Cc3c[nH]cn3)coc2c1,CHEMBL3793530,5.1,inactive
CCC(Nc1cc(C)nc(Nc2cccc(O)c2)n1)c1nccs1,CHEMBL4437198,5.29,inactive
COc1cc(/C=C/c2cccc(N)c2)cc(OC)c1OC,CHEMBL1173065,4.79,inactive
O=C(C=Cc1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H](OCCc2ccc(O)cc2)O[C@@H]1CO,CHEMBL1689257,4.51,inactive
Cc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825047,5.64,inactive
Cc1cc2c(c(O)c1-c1ccc3c(c1O)C(=O)C[C@](C)([C@@H]1OC(=O)C[C@@H]1C)O3)C(=O)C[C@@](C)([C@@H]1OC(=O)C[C@H]1O)O2,CHEMBL576579,4.78,inactive
Cc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL522089,5.88,inactive
O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccc4ccccc4c3)nn2)cc1,CHEMBL2430508,5.89,inactive
Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,CHEMBL2430509,5.1,inactive
CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL41066,5.5,inactive
CC12CCC3C(CCC4=CCCCC43C)C1CC(Br)C2=O,CHEMBL83422,5.39,inactive
Oc1ccc(-c2ccc(C(O)c3ccncc3)cc2)cc1,CHEMBL1215664,5.51,inactive
COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1,CHEMBL3752689,5.36,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2,CHEMBL3264685,4.9,inactive
N#Cc1ccc(C(c2cc(=O)oc3cc(Oc4ccccc4)ccc23)n2ccnc2)cc1,CHEMBL1688918,5.4,inactive
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(N)c(N)c2)cc1,CHEMBL1171991,4.3,inactive
O=C1/C(=C\c2cccnc2)C(c2ccccc2)n2cccc21,CHEMBL3099734,5.52,inactive
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C(=O)C(F)(F)F)[C@@H]1CCC2=O,CHEMBL3753182,4.58,inactive
C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CC(OC=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3754516,5.77,inactive
C[C@]12CCC(=O)C(=S)C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL41033,5.42,inactive
CCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL37321,5.18,inactive
Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1,CHEMBL2430197,5.5,inactive
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CCC(C)(C)O,CHEMBL462879,5.28,inactive
CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(C=CC(C)C)c3c(=O)c2c1O,CHEMBL260553,5.16,inactive
CC=C(c1ccc(O)s1)C(CC)c1ccc(OC(C)=O)cc1,CHEMBL583989,4.81,inactive
Nc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,CHEMBL1171987,5.55,inactive
COc1ccc(O)c(-c2csc(-c3ncccn3)n2)c1,CHEMBL4229074,5.52,inactive
COc1ccc(C(=O)CC(O)c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,CHEMBL229094,4.26,inactive
COc1cccc2c1CC/C(=C\c1ccncc1)C2=O,CHEMBL91101,5.2,inactive
COc1cnc(NS(=O)(=O)c2ccc(N=CCC(=O)c3cc4ccccc4oc3=O)cc2)nc1,CHEMBL3924170,5.22,inactive
C[C@]12CC[C@H]3[C@@H](CCC4C(=O)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL2431525,4.33,inactive
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,CHEMBL169,4.5,inactive
C[C@@H]1CCC2C(C)(C)C3CC21CC[C@@]3(C)OC(=O)Cc1cccnc1,CHEMBL135095,5.77,inactive
O=S(=O)(NCCc1c(C(c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,CHEMBL4174326,5.64,inactive
O=[N+]([O-])c1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)cc1,CHEMBL4172955,4.95,inactive
O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4159524,5.4,inactive
CCC#CCOc1cc(Cn2ccnc2)c2c(=O)c3ccccc3oc2c1,CHEMBL4639677,5.54,inactive
O=C1CCc2cc(-c3cccnc3)cc(Br)c2N1,CHEMBL2165322,5.54,inactive
CCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL39275,4.4,inactive
CCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL39513,4.68,inactive
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1CC1=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL3752191,5.0,inactive
COc1cccc2c1CCC1C(c3ccncc3)C21,CHEMBL66673,5.47,inactive
CCCCCCCCC1C[C@](CCCCCCCC)(c2ccncc2)C(=O)NC1=O,CHEMBL338746,4.58,inactive
Brc1ccc(-c2csc(-c3ccncc3)n2)cn1,CHEMBL1957219,5.57,inactive
COc1ccc(-c2nc(-c3cccnc3)cs2)cc1,CHEMBL1957213,4.75,inactive
CCCCC1C[C@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL333185,5.06,inactive
CC12CCC3C(C(=O)C=C4CCCCC43CO)C1CCC2=O,CHEMBL302741,4.25,inactive
CCOC(=O)c1csc(-c2cc3ccc(N(CC)CC)cc3oc2=O)n1,CHEMBL4078790,5.96,inactive
CC(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1,CHEMBL404981,5.93,inactive
CN(c1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12)S(C)(=O)=O,CHEMBL222189,5.93,inactive
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12,CHEMBL220885,5.24,inactive
COc1ccc2c(c1)OC1(CCN(C(=O)Cn3cncn3)CC1)CC2=O,CHEMBL1784792,5.24,inactive
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN(c4ccccc4)[C@H](c4ccccc4)C3C[C@@H]12,CHEMBL3754253,5.74,inactive
C[C@H]1C[C@]2(O)O[C@@]1(C)C=C1CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]12,CHEMBL4866633,4.93,inactive
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1C/C(=C\c1ccc(OCCCn3ccnc3)cc1)C2=O,CHEMBL2282047,4.92,inactive
COc1ccc([C@@H]2C3C[C@H]4[C@@H]5CC=C6CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2C)cc1,CHEMBL3752216,5.74,inactive
CCCCCCCC/C=C\CCCCCCCC(=O)O,CHEMBL8659,4.49,inactive
OCCC=Nc1ccc(NCCCO)c2c(O)c3c(O)ccc(O)c3c(O)c12,CHEMBL4568316,4.96,inactive
CCc1[nH]c2ccc(C(=O)NCC(C)n3cncn3)cc2c1C,CHEMBL1784794,4.97,inactive
O=C1c2ccccc2CCC1C(O)c1ccncn1,CHEMBL168444,4.57,inactive
Nc1ccc(C2(C3CCCC3)CCC(=O)NC2=O)cc1,CHEMBL305483,5.92,inactive
C[C@](O)(c1cncc(-n2nc(C(F)(F)F)c3ccccc32)c1)C(F)(F)F,CHEMBL4071689,5.27,inactive
COc1ccc(C2CC(=O)c3ccccc3O2)cc1CC=C(C)C,CHEMBL1162951,4.92,inactive
O=C1/C(=C\c2cccnc2)C(c2ccc(OC(F)(F)F)cc2)n2cccc21,CHEMBL1095413,5.8,inactive
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL319160,5.4,inactive
Clc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)s1,CHEMBL476979,5.98,inactive
Clc1ccc(C(C2Cc3ccccc3O2)n2cnnn2)c(Cl)c1,CHEMBL65549,4.28,inactive
Fc1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1,CHEMBL3893614,5.66,inactive
CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12,CHEMBL443530,4.36,inactive
CC(C)(C)c1ccc(CN(Cc2cccs2)n2cncn2)cc1,CHEMBL517816,5.04,inactive
Cc1ncc(CNc2ccc(OCC(O)Cn3ccnc3)cc2)cn1,CHEMBL1784796,5.46,inactive
Clc1ccc(CN(Cc2cccc3ccsc23)n2ccnc2)c(Cl)c1,CHEMBL514514,5.6,inactive
COc1cccc(C2COc3ccccc3C2=O)c1,CHEMBL2011182,4.0,inactive
COc1ccc(C2COc3ccccc3C2=O)cc1,CHEMBL2011183,4.62,inactive
C[C@]12CC[C@H]3[C@@H](CC=C4C(SC(F)F)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL2113524,5.57,inactive
Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1,CHEMBL1215665,4.61,inactive
COc1ccc(OCc2cn(Cc3ccc(C#N)cc3)nn2)cc1,CHEMBL1825036,5.63,inactive
C[C@H](OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL112509,5.34,inactive
CC(C)(O)c1cncc(-n2ncc3c(C(F)(F)F)cccc32)c1,CHEMBL4067000,5.34,inactive
c1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL490794,5.92,inactive
CC(C)(C)c1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL516275,5.67,inactive
O=S(=O)(C1CCOCC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3931836,5.91,inactive
C[C@@H]1C(OC(=O)C(C)(C)c2cccnc2)CC2CC1C2(C)C,CHEMBL337251,4.52,inactive
O=S(=O)(NCCc1c(C(c2ccc(O)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,CHEMBL4170504,5.89,inactive
O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc([N+](=O)[O-])c1,CHEMBL4174670,4.92,inactive
N#Cc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825045,5.87,inactive
O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-],CHEMBL4168266,5.01,inactive
COc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,CHEMBL2333329,5.96,inactive
Cc1cc(C)c(C)c(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3c(C)c(C)cc(C)c3C)c2)c1C,CHEMBL4436270,5.5,inactive
Nc1cccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3cccc(N)c3)c2)c1,CHEMBL4448018,5.48,inactive
CC(=O)Nc1ccc(N(C)S(C)(=O)=O)c(OCc2ccccc2)c1,CHEMBL272456,4.78,inactive
COc1ccccc1CN(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,CHEMBL491214,5.82,inactive
Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)c(Cl)c1,CHEMBL489359,5.91,inactive
Oc1ccc(-c2nc(-c3cccnc3)cs2)cc1,CHEMBL1957215,4.95,inactive
CCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL38877,4.51,inactive
COc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,CHEMBL4165064,5.46,inactive
