preprocessedSmiles,Molecule ChEMBL ID,pChEMBL Value,activity_classification
Fc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)c(F)c1,CHEMBL489360,6.58,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,CHEMBL430879,7.0,active
CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL165218,6.06,active
CC12CCC3C(C[C@H](O)C4=CCCCC43C)C1CCC2=O,CHEMBL307643,9.72,active
C[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,CHEMBL73367,8.8,active
N#Cc1ccc(-c2cc(C#N)cc(Cn3cncn3)c2)cc1,CHEMBL609333,7.28,active
N#Cc1cc(Cn2cncn2)ccc1-c1ccc(O)cc1,CHEMBL607855,6.04,active
N#Cc1ccc(Cn2cncn2)c(-c2ccccc2)c1,CHEMBL589738,8.77,active
N#Cc1ccc(Cn2cncn2)c(-c2ccc(O)c(Cl)c2)c1,CHEMBL598223,9.1,active
N#Cc1ccc(N(Cc2ccc(Cl)c(O)c2)n2cnnc2)cc1,CHEMBL226946,9.74,active
Fc1ccccc1CN(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,CHEMBL489986,6.34,active
Clc1ccccc1CN(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,CHEMBL521591,6.52,active
C[C@]12CC[C@H]3[C@@H](CCC4=C(OC(=O)c5ccccc5)CCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL1630263,6.19,active
COc1ccc2cc(C(c3ccc(C)cc3)n3cncn3)oc2c1,CHEMBL201831,7.0,active
Clc1ccc(COC(Cn2cccc2)c2ccc(Cl)cc2Cl)cc1,CHEMBL317581,7.52,active
Cc1cc(Cn2ccnc2)c2ccc3[nH]ccc3c2n1,CHEMBL2442759,8.22,active
C(=C(c1ccccc1)c1ccccc1)c1ccncc1,CHEMBL381194,7.0,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(C#N)c2)n2cnnc2)cc1,CHEMBL226737,7.57,active
COc1ccc2c(Cn3cncn3)c(-c3ccc(F)cc3)[nH]c2c1,CHEMBL4173231,6.62,active
CCCCCCCC1=C2CC(=O)C=CC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL268918,7.22,active
COc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,CHEMBL521600,6.29,active
Oc1cc2c(cc1C(c1ccc(F)cc1)n1ccnc1)OCO2,CHEMBL513615,8.28,active
C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL1630261,7.3,active
CCCC1=C2CC(=O)C=CC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL8254,7.22,active
CC(=C(c1ccc(N)cc1)c1ccc(NCC(N)=O)cc1)c1ccc([N+](=O)[O-])cc1,CHEMBL3961033,6.19,active
CC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,CHEMBL74339,8.89,active
COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,CHEMBL375046,6.78,active
Fc1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,CHEMBL2336856,8.04,active
CC=C(c1ccc(N)cc1)C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL3948254,8.06,active
COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1F,CHEMBL3805173,7.85,active
CC(=O)OC1CCC[C@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL1630269,6.16,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1-c1ccccc1,CHEMBL1672977,9.82,active
N#Cc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1,CHEMBL1672982,9.12,active
O=c1c(Cn2ccnc2)c(-c2ccc(Br)cc2)oc2ccccc12,CHEMBL377766,6.36,active
CC1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL3752414,6.16,active
N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,CHEMBL3622056,9.38,active
CC(C)CN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,CHEMBL286506,7.21,active
CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,CHEMBL111888,7.29,active
COc1c(C)cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1C,CHEMBL3806075,7.68,active
O=S(=O)(c1ccc2c(c1)OCCO2)N1CCCC(Cn2ccnc2)C1,CHEMBL3805211,7.89,active
COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(C)c1C,CHEMBL3805820,7.23,active
Fc1ccc2c(c1)CC/C2=C\c1cccc2cnccc12,CHEMBL370530,6.14,active
Cn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,CHEMBL111868,7.11,active
O=S(=O)(NCc1cccc(CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(F)(F)F)cc1,CHEMBL4556427,6.37,active
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O,CHEMBL388507,9.29,active
COc1cc(/C=C2\Cc3ccccc3C2=O)ccc1OCCCn1ccnc1,CHEMBL2235950,6.26,active
N#Cc1ccc(Oc2cccnc2)c(Oc2cccc(Cl)c2)c1,CHEMBL1956180,6.64,active
O=C(NCc1ccccc1)OC(Cn1ccnc1)c1ccccc1,CHEMBL4858552,6.09,active
CC(C)=CCc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,CHEMBL457679,7.0,active
O=c1c([C@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,CHEMBL376786,6.54,active
O=c1c2ccccc2oc2cc(Cn3ccnc3)ccc12,CHEMBL350922,6.41,active
COc1ccc(-c2coc(O)c2-c2ccc(OC)c(OC)c2)cc1,CHEMBL1096439,8.16,active
COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)coc2O)cc1OC,CHEMBL1094331,7.86,active
O=C1OC[C@H](Cc2ccccc2)C1Cc1cccc(O)c1,CHEMBL1094154,8.22,active
CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(N)cc1,CHEMBL3977491,6.64,active
O=[N+]([O-])c1ccc(Cn2ccnc2)c(Sc2ccccc2)c1,CHEMBL1085936,8.25,active
CC1=C2CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL25588,6.46,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CHEMBL1399,8.1,active
Cc1cc(F)ccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1,CHEMBL3806185,7.32,active
CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL38472,6.22,active
CC=C(c1ccc(N)cc1)C(c1ccc(N)cc1)c1ccc(N)cc1,CHEMBL3944017,7.87,active
CCC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1,CHEMBL3905734,7.21,active
N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1,CHEMBL592131,9.3,active
N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1-c1ccc(OS(N)(=O)=O)cc1,CHEMBL1672975,10.3,active
N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)cc1,CHEMBL598199,8.7,active
C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,CHEMBL1630274,7.51,active
COc1cc(O)c(C=O)c2c1[C@H](O)C[C@@H](c1ccccc1)O2,CHEMBL3134109,7.4,active
O=C1CC(c2ccc(O)cc2)Oc2c1ccc1ccccc21,CHEMBL256665,6.2,active
COc1c(C)c(O)c(C=O)c2c1[C@H](OC)C[C@@H](c1ccccc1)O2,CHEMBL3134114,6.82,active
O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(Cl)c3)cc2o1,CHEMBL1688890,6.89,active
CC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,CHEMBL1630264,6.18,active
CCCC#CCOC1=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL2179111,7.08,active
N#Cc1ccc(C(c2ccc(C#N)cc2)c2cncnc2)cc1,CHEMBL223452,6.54,active
N#Cc1ccc(Cn2ccnc2)c2occc(=O)c12,CHEMBL161230,6.62,active
COc1ccc2c(=O)c(-c3ccccc3)c(-n3ccnc3)oc2c1,CHEMBL192306,6.11,active
N#Cc1ccc(N(CCSc2ccc(O)c(Cl)c2)n2cnnc2)cc1,CHEMBL3622055,9.59,active
CC(C)(C)C1CCC(OC(=O)Cc2ccncc2)CC1,CHEMBL102884,6.51,active
N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,CHEMBL29482,8.52,active
COc1ccc(-c2csc(-c3cccnc3)n2)cn1,CHEMBL1957223,6.23,active
N#Cc1ccc(C(c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,CHEMBL518761,8.52,active
CCC(=C(c1ccc(N)cc1)c1ccc(NCC(N)=O)cc1)c1ccc([N+](=O)[O-])cc1,CHEMBL3961452,6.54,active
O=C(O)c1cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)ccc1O,CHEMBL3804849,6.47,active
NCCOc1ccc(C(=C(Cn2ccnc2)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422041,7.77,active
CC1=C[C@@]2(C)C(=C(Br)C[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)CC1=O,CHEMBL3753352,6.15,active
O=S(=O)(c1ccc2nsnc2c1)N1CCCC(Cn2ccnc2)C1,CHEMBL3805851,8.15,active
O=S(=O)(c1ccc(OC2CCCC2)c(F)c1)N1CCCC(Cn2ccnc2)C1,CHEMBL3805539,7.66,active
COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1C(C)(C)C,CHEMBL1784801,8.05,active
Cc1ccc(S(=O)(=O)Nc2ccc3cc[nH]c3c2)cc1,CHEMBL4516755,6.31,active
Cn1nnc2ccc(C(c3ccc(OS(N)(=O)=O)cc3)n3cncn3)cc21,CHEMBL3622363,7.54,active
N#Cc1ccc(N(CCn2ccc3cc(OS(N)(=O)=O)ccc32)n2cnnc2)cc1,CHEMBL3622065,8.57,active
N#Cc1ccc(C(c2ccc(O)c(Cl)c2)n2cncn2)cc1,CHEMBL479385,8.26,active
Cn1nnc2ccc(C(c3ccc(Cl)cc3)n3cncn3)cc21,CHEMBL100749,8.85,active
N#Cc1ccc([C@@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,CHEMBL480321,7.84,active
C=C1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL3753307,6.26,active
C[C@]12CC[C@H]3[C@@H](CC=C4C(Oc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL484584,6.28,active
N#Cc1ccc(C2(c3ccc(C#N)cc3)CCCc3cncn32)cc1,CHEMBL285809,6.63,active
C[C@]12CC[C@H]3[C@@H](CC(=O)C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL4520027,6.06,active
C[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC=C[C@H]12,CHEMBL4564333,6.25,active
C=CC[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCCC=C12,CHEMBL4520056,6.68,active
N#Cc1cccc(CN(c2ccc([N+](=O)[O-])c(-c3ccccc3)c2)n2cnnc2)c1,CHEMBL4546916,7.14,active
N#Cc1ccc([C@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,CHEMBL225079,6.96,active
O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12,CHEMBL188664,6.68,active
O=c1c(-c2ccc(O)cc2)c(SCc2ccncc2)oc2cc(O)ccc12,CHEMBL185950,6.55,active
N#Cc1ccc([C@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,CHEMBL479559,8.49,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)c(Cl)c2)c1,CHEMBL3622071,8.38,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2F)n2ccnc2)cc1,CHEMBL3623232,9.7,active
N#Cc1ccc(N(CCc2coc3ccc(OS(N)(=O)=O)cc23)n2cnnc2)cc1,CHEMBL3622067,8.4,active
C#CCC1=C2CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL113121,6.75,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1,CHEMBL108483,9.09,active
Fc1ccc(-c2cc(-n3cccc3)c3ccccc3n2)cc1,CHEMBL3818279,6.1,active
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC(n1ccnc1)C2=O,CHEMBL3819184,6.75,active
O=c1c2ccccc2oc2c(OCC3CC3)ccc(Cn3ccnc3)c12,CHEMBL2333334,6.25,active
COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccc(=O)oc5c4)nn3)c1)CC2,CHEMBL3589965,6.7,active
Cc1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1,CHEMBL65328,6.23,active
CC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,CHEMBL388187,7.36,active
CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2ccccc21,CHEMBL113637,7.24,active
CC(=O)c1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc(C(C)=O)cc3)c2)cc1,CHEMBL4567479,6.55,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccccc2)c1,CHEMBL3622069,8.64,active
N#CC1(c2cc(Cn3cncn3)cc(Sc3ccc(OS(N)(=O)=O)cc3)c2)CCC1,CHEMBL3622073,7.68,active
N#Cc1ccc(N(CCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,CHEMBL3622058,9.29,active
COc1ccc(-n2c(Cn3ccnc3)cc3ccc(OC)cc32)cc1,CHEMBL2336852,6.95,active
N#Cc1cccc(CN(c2ccc([N+](=O)[O-])c(Br)c2)n2cnnc2)c1,CHEMBL4568674,7.24,active
CCN(CC)c1ccc2cc(-c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CHEMBL4070331,7.54,active
N#Cc1ccc([C@@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,CHEMBL451201,6.2,active
N#Cc1ccc(N(Cc2cccc(O)c2)n2cnnc2)cc1,CHEMBL390078,8.55,active
N#Cc1ccc(N(CC2CCc3cc(OS(N)(=O)=O)ccc3C2)n2cnnc2)cc1,CHEMBL3622061,8.28,active
C#CCC1=C2CC(=O)CCC2C2CCC3(C)C(=O)CCC3C2C1,CHEMBL113739,6.73,active
NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,CHEMBL286738,6.52,active
O=[N+]([O-])c1ccc(N(Cc2ccc(Cl)cc2)n2cnnc2)cc1Br,CHEMBL4574913,8.04,active
CCC(CCc1c[nH]cn1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5074047,7.28,active
CC(C)(C#N)c1cc(/C=C/c2ccc(OS(N)(=O)=O)cc2)cc(Cn2cncn2)c1,CHEMBL3622077,7.59,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1,CHEMBL322322,8.64,active
c1ccc(C2CC(n3ccnc3)c3ccc4ccccc4c3O2)cc1,CHEMBL1783176,7.44,active
COc1ccc2c(c1)C(=N)C(Cc1ccncc1)C2=O,CHEMBL1997442,7.0,active
CC(C)(C)CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL368631,6.7,active
Oc1ccc2c(c1)OC(c1ccccc1)CC2n1cncn1,CHEMBL187185,6.37,active
CC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3754183,6.24,active
C=CCC1=C2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL4514728,6.98,active
C[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCCC=C12,CHEMBL3751881,6.77,active
N#Cc1ccc(Cn2cncn2)cc1-c1ccccc1,CHEMBL592852,9.7,active
N#Cc1ccc(Cn2cncn2)cc1-c1ccc(O)c(Cl)c1,CHEMBL597808,9.82,active
N#Cc1ccc(Cn2cncn2)cc1-c1ccc(Cl)c(OS(N)(=O)=O)c1,CHEMBL599239,9.46,active
CC12CCC3C(C[C@@H](O)C4=CCCCC43C)C1CCC2=O,CHEMBL73993,10.3,active
C[C@@H]1C=C2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,CHEMBL487113,6.57,active
Cn1nnc2ccc([C@@H](c3ccc(Cl)cc3)n3cncn3)cc21,CHEMBL519436,8.86,active
Oc1ccc2c(c1)O[C@@H](c1ccccc1)C[C@@H]2n1ccnc1,CHEMBL4540847,7.39,active
Cc1cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)ccc1F,CHEMBL3805310,7.62,active
NCCOc1ccc(C(=C(Cn2cnnc2)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422043,6.15,active
N#CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,CHEMBL3422040,7.31,active
NCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422036,6.84,active
C=CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL164543,7.3,active
O=S(=O)(NCCCn1ccnc1)c1ccc2c(c1)OCCO2,CHEMBL1784789,6.92,active
COc1cc2c(cc1-c1cncn1CCCn1ccnc1C)OCCCO2,CHEMBL1784803,6.3,active
COc1ccc(S(=O)(=O)N2CCOC(Cn3ccnc3)C2)cc1,CHEMBL1784804,7.1,active
COc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1C(C)(C)C,CHEMBL1784808,6.36,active
C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,CHEMBL1629805,6.57,active
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(n3ccnc3)C[C@@H]12,CHEMBL3818725,6.78,active
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL1078534,6.28,active
O=S(=O)(c1ccc(F)cc1)N1CCCC(Cn2ccnc2)C1,CHEMBL3805048,7.29,active
COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1OC,CHEMBL3805149,7.38,active
O=[N+]([O-])c1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1C(F)(F)F,CHEMBL3805008,7.8,active
O=S(=O)(c1ccc(OC2CCCC2)cc1)N1CCCC(Cn2ccnc2)C1,CHEMBL3805733,7.85,active
CC=C1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL24410,6.5,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(-c2ccccc2)c1,CHEMBL598224,9.3,active
N#Cc1cc(Cn2cncn2)cc(-c2ccc(O)c(Cl)c2)c1,CHEMBL598846,7.62,active
CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL26651,7.07,active
CC12CCC3C(Cc4c5c(nn4Cc4ccccc4)C(=O)CCC53C)C1CCC2=O,CHEMBL130546,6.61,active
c1ccc(-c2nnc3n2-c2ccc(-c4cccnc4)cc2CC3)cc1,CHEMBL3622434,7.68,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(Oc2ccc(OS(N)(=O)=O)cc2)c1,CHEMBL3622076,8.26,active
CC(=O)[C@@]1(C)CC[C@H]2C(=CC=C3CC(=O)CC[C@@]32C)[C@@H]1CC#N,CHEMBL3621226,6.66,active
C[C@]12C=CC(=O)C=C1[C@@]1(CO1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3407536,6.14,active
C=C1C[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CHEMBL3407538,6.6,active
Cc1ccc(-n2c(Cn3ccnc3)cc3ccc(Cl)cc32)cc1,CHEMBL2336854,6.63,active
O=c1c([C@@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,CHEMBL522917,7.31,active
O=c1c([C@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,CHEMBL525379,7.02,active
CC(C)Oc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,CHEMBL2333331,6.4,active
COc1cc(O)c2c(c1C)O[C@H](c1ccccc1)CC2=O,CHEMBL3134115,6.22,active
COc1cc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc(OC)c1OC,CHEMBL3359958,6.46,active
O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(Cl)cc3)cc2o1,CHEMBL1688906,6.95,active
COc1ccc(CN2C(=O)C3CC(c4ccc(N)cc4)(C3)C2=O)cc1,CHEMBL28290,6.62,active
COc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1C,CHEMBL1784807,7.21,active
O=C(Cc1ccc2c(c1)OCO2)N1CCOC(Cn2ccnc2)C1,CHEMBL1784812,7.33,active
CCn1c(C(c2ccc(F)cc2)n2ccnc2)c(C)c2cc(Br)ccc21,CHEMBL431859,6.62,active
CCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,CHEMBL27698,6.96,active
COc1cc(C=Cc2ccc(N)cc2)cc(OC)c1,CHEMBL324290,6.23,active
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)C(F)C[C@@]43C)[C@@H]1CCC2=O,CHEMBL3623218,6.01,active
CC=C(c1ccc(O)cc1)C(c1ccc(O)cc1)c1ccc(OCCN)cc1,CHEMBL3422028,7.35,active
NCCOc1ccc(C(=C2CCc3ccccc32)c2ccc(O)cc2)cc1,CHEMBL3422045,6.31,active
O=[N+]([O-])c1ccc(Cc2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421786,6.8,active
COc1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,CHEMBL2336858,7.11,active
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,CHEMBL223368,6.48,active
N#Cc1ccc(N(CCCCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,CHEMBL3622059,9.14,active
Cc1ccc2cc(Cn3ccnc3)n(-c3ccc(F)cc3)c2c1,CHEMBL2336864,7.25,active
Fc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2ccnc2)cc1,CHEMBL4175438,7.29,active
CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21,CHEMBL112074,6.69,active
O=C1CCc2cc(C(c3ccncc3)C3CCCCC3)cc3c2N1CC3,CHEMBL2312952,7.13,active
O=C1CCc2cc(C(c3ccc(F)cc3)c3cccnc3)cc3c2N1CC3,CHEMBL2312972,6.85,active
C=CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL351526,6.57,active
COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,CHEMBL366669,6.01,active
N#Cc1ccc(C(c2ccc(C#N)cc2)c2cccnc2)cc1,CHEMBL223554,7.23,active
Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1,CHEMBL389433,7.35,active
C[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,CHEMBL70959,8.43,active
CC1CCC(C(C)C)C(OC(=O)Cc2ccncc2)C1,CHEMBL105298,6.62,active
CCn1c(C)c(C(c2ccc(F)cc2)n2ccnc2)c2ccccc21,CHEMBL1097043,7.5,active
O=c1cc(-c2ccccc2)oc2c1ccc1cccc(O)c12,CHEMBL1097042,7.7,active
COc1ccc(-c2coc(O)c2-c2ccc(OC)c(OC)c2)cc1OC,CHEMBL1098382,9.0,active
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,CHEMBL355905,6.07,active
Fc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1,CHEMBL4171996,7.49,active
Fc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2cncn2)cc1,CHEMBL4161492,7.01,active
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL75,6.02,active
O=c1c2ccccc2oc2c(Cl)ccc(Cn3ccnc3)c12,CHEMBL2333326,6.32,active
Oc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL95919,7.39,active
O=c1c2ccccc2oc2c(-c3ccccc3)ccc(Cn3ccnc3)c12,CHEMBL2333328,6.52,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1,CHEMBL108646,7.92,active
C[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3799363,6.6,active
Cc1cc(C)c(S(=O)(=O)NCCCn2ccnc2)cc1C,CHEMBL1303900,6.76,active
C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,CHEMBL1630266,6.0,active
Cc1ccc(-n2c(Cn3ccnc3)cc3ccc(C)cc32)cc1,CHEMBL2336862,6.79,active
COc1ccc2cc(Cn3ccnc3)n(-c3ccccc3)c2c1,CHEMBL2336847,8.21,active
Fc1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1,CHEMBL63297,6.72,active
C[C@]12CC[C@H]3[C@@H](CCC4C(=O)c5[nH]ncc5C[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3623215,6.29,active
O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(F)c(F)c3)cc2o1,CHEMBL1688911,7.33,active
O=c1cc(Cn2ccnc2)c2ccc(Oc3cccc(Cl)c3)cc2o1,CHEMBL1688903,7.14,active
C[C@]12CC[C@H]3[C@@H](CC=C4C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3754241,6.72,active
CC(=O)OC1=C2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)CC2C1=N[NH+]=[N-],CHEMBL3753842,6.4,active
O=C1CCc2cc(C(c3ccncc3)c3ccc(F)cc3)cc3c2N1CC3,CHEMBL2312959,6.94,active
O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc([N+](=O)[O-])c3)cc2o1,CHEMBL1688895,6.85,active
