preprocessedSmiles,Molecule ChEMBL ID,activity_classification
O=[N+]([O-])c1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)cc1,CHEMBL4172837,inactive
O=C1C(=Cc2ccncc2)CCc2cc(O)ccc21,CHEMBL91992,inactive
CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL313485,inactive
CC12CCCCC1=CCC1C2CCC2(C)C(O)CCC12,CHEMBL68674,inactive
CC(C)(C)c1ccc(CN(CCC=Cc2ccccc2)n2cncn2)cc1,CHEMBL478024,inactive
COc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL490584,inactive
COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,CHEMBL361653,inactive
N#CCS(=O)(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3952032,inactive
CSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,CHEMBL39248,inactive
COc1cccc2c1CC(=Cc1ccncc1)C2=O,CHEMBL288093,inactive
CC1(OC(=O)Cc2cccnc2)C2CC3CC(C2)CC1C3,CHEMBL3084924,inactive
CC12CCC3C(C(=O)C=C4C=CCCC43C=O)C1CCC2=O,CHEMBL302305,inactive
COc1ccc(C=C2Cc3ccccc3C2=O)cc1OCCCn1ccnc1,CHEMBL2235951,inactive
O=C(NCc1ccncc1)C12CC3CC(CC(C3)C1)C2,CHEMBL114447,inactive
COc1cc(C=CC(=O)OCC(C)=CCc2c(O)ccc(C(=O)C=Cc3ccc(O)cc3O)c2O)ccc1O,CHEMBL463638,inactive
COCOc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1CC=C(C)C,CHEMBL229790,inactive
CCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL441404,inactive
CCCCCCCCCC1CC(CC)(c2ccncc2)C(=O)NC1=O,CHEMBL123494,inactive
CCCCCCCC#CCOC1=C2CC(=O)C=CC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL2179113,inactive
CCN(CC)c1ccc2cc(-c3nc(C)cs3)c(=O)oc2c1,CHEMBL4103066,inactive
CN1N=C2C(CC3C4CC=C5CC(=O)C=CC5(C)C4CCC23C)C1c1ccccc1,CHEMBL3752166,inactive
COc1ccc(C2C3CC4C5CC=C6CC(=O)C=CC6(C)C5CCC4(C)C3=NN2c2ccccc2)cc1,CHEMBL3754378,inactive
COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1,CHEMBL229908,inactive
CC(O)(c1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1)C(F)(F)F,CHEMBL3923127,inactive
CC12CCC=CC1=CCC1C2CCC2(C)C(O)CCC12,CHEMBL71117,inactive
CC(C)CN1Cc2[nH]c3ccccc3c2CC1C(=O)O,CHEMBL1915176,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccccc3)nn2)cc1,CHEMBL1824748,inactive
c1ccc(-c2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,CHEMBL1824761,inactive
CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL431843,inactive
NCCOc1ccc(C(=Cc2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422034,inactive
O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421769,inactive
CC1C(=O)C(=O)CC2(C)C3CCc4cocc4C3(CO)CCC12O,CHEMBL3315157,inactive
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,CHEMBL465879,inactive
O=C(OCc1cccnc1)C12CC3CC(CC(C3)C1)C2,CHEMBL113647,inactive
COc1ccc2c(Cn3cncn3)cc(=O)oc2c1,CHEMBL388604,inactive
CCCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL25735,inactive
N#Cc1cccc(COc2ccc(C(=O)Cn3ccnc3)cc2)c1,CHEMBL3359963,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc1)CC2,CHEMBL3264684,inactive
CCOC1=C2CC(=O)C=CC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL2179108,inactive
COc1cc(C=C2CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C2O)ccc1OCCCn1ccnc1,CHEMBL3623212,inactive
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)C(=Cc3ccc4c(c3)OCO4)CC12,CHEMBL3752285,inactive
CC12CC(O)C3C(CCC4C(=O)C(=O)CCC43C)C1CCC2O,CHEMBL2431527,inactive
Nc1ccc(C23CC2C(=O)N(Cc2ccccc2)C3=O)cc1,CHEMBL369603,inactive
O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCCc2ccccc2)c1,CHEMBL3421770,inactive
COC(=O)C1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,CHEMBL1915156,inactive
c1ccc(CN(Cc2cccc3ccsc23)n2ccnc2)cc1,CHEMBL475943,inactive
CCCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL289766,inactive
CC(C)(C)c1ccc(CN(Cc2cccc3ccccc23)n2ccnc2)cc1,CHEMBL478647,inactive
CC(C)(C)c1ccc2c(c1)C(=O)C(c1ccccc1)CO2,CHEMBL2011190,inactive
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,CHEMBL253570,inactive
Clc1ccc(CN(Cc2ccccc2)n2ccnc2)s1,CHEMBL476143,inactive
Cc1nn(-c2cncc(C(C)(C)O)c2)c2cccc(F)c12,CHEMBL4080420,inactive
C#CC1=C2CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL25700,inactive
CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,CHEMBL112908,inactive
O=c1oc2cc(OCC(O)Cn3cncn3)ccc2c2c1CCC2,CHEMBL1784790,inactive
COc1ccc(C=Cc2cccc(N)c2)c(OC)c1,CHEMBL1173641,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccc(Cl)cc3)nn2)cc1,CHEMBL1824749,inactive
CCCCCCCc1cn(C(c2ccc(C#N)cc2)c2ccc(C#N)cc2)nn1,CHEMBL1824744,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(C3CCCCC3)nn2)cc1,CHEMBL1824746,inactive
CC(OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL325461,inactive
O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3cccc4ccccc34)nn2)cc1,CHEMBL2430507,inactive
Fc1cncc(-c2nc3cc(F)c(Cl)cn3c2C2CC2)c1,CHEMBL3951973,inactive
CC12CCC3C(CCC4C(=O)C(=O)CCC43C(F)F)C1CCC2=O,CHEMBL99057,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C(C)=O)nn3)cc1)CC2,CHEMBL3264681,inactive
O=c1cc(OCc2cn(-c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)nn2)c2ccccc2o1,CHEMBL3589964,inactive
COc1ccc2c(=O)c(Cc3c[nH]cn3)coc2c1,CHEMBL3793530,inactive
CCC(Nc1cc(C)nc(Nc2cccc(O)c2)n1)c1nccs1,CHEMBL4437198,inactive
COc1cc(C=Cc2cccc(N)c2)cc(OC)c1OC,CHEMBL1173065,inactive
O=C(C=Cc1ccc(O)c(O)c1)OC1C(CO)OC(OCCc2ccc(O)cc2)C(OC2OCC(O)(CO)C2O)C1O,CHEMBL1689257,inactive
Cc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825047,inactive
Cc1cc2c(c(O)c1-c1ccc3c(c1O)C(=O)CC(C)(C1OC(=O)CC1C)O3)C(=O)CC(C)(C1OC(=O)CC1O)O2,CHEMBL576579,inactive
Cc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL522089,inactive
O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccc4ccccc4c3)nn2)cc1,CHEMBL2430508,inactive
Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,CHEMBL2430509,inactive
CC12CCC3C(CCC4=CCCCC43C)C1CC(Br)C2=O,CHEMBL83422,inactive
Oc1ccc(-c2ccc(C(O)c3ccncc3)cc2)cc1,CHEMBL1215664,inactive
COc1cc(C=C2CC3C4CC=C5CC(=O)CCC5(C)C4CCC3(C)C2=O)ccc1OCCCn1ccnc1,CHEMBL3752689,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2,CHEMBL3264685,inactive
N#Cc1ccc(C(c2cc(=O)oc3cc(Oc4ccccc4)ccc23)n2ccnc2)cc1,CHEMBL1688918,inactive
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(N)c(N)c2)cc1,CHEMBL1171991,inactive
O=C1C(=Cc2cccnc2)C(c2ccccc2)n2cccc21,CHEMBL3099734,inactive
CC12CCC3C(CC=C4CC(=O)CCC43C(=O)C(F)(F)F)C1CCC2=O,CHEMBL3753182,inactive
CC12CCC3C(CC(=O)C4=CC(OC=O)CCC43C)C1CCC2=O,CHEMBL3754516,inactive
CC12CCC(=O)C(=S)C1CCC1C2=CCC2(C)C(=O)CCC12,CHEMBL41033,inactive
Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1,CHEMBL2430197,inactive
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CCC(C)(C)O,CHEMBL462879,inactive
CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(C=CC(C)C)c3c(=O)c2c1O,CHEMBL260553,inactive
CC=C(c1ccc(O)s1)C(CC)c1ccc(OC(C)=O)cc1,CHEMBL583989,inactive
Nc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,CHEMBL1171987,inactive
COc1ccc(O)c(-c2csc(-c3ncccn3)n2)c1,CHEMBL4229074,inactive
COc1ccc(C(=O)CC(O)c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,CHEMBL229094,inactive
COc1cccc2c1CCC(=Cc1ccncc1)C2=O,CHEMBL91101,inactive
COc1cnc(NS(=O)(=O)c2ccc(N=CCC(=O)c3cc4ccccc4oc3=O)cc2)nc1,CHEMBL3924170,inactive
CC12CCC3C(CCC4C(=O)C(=O)CCC43C)C1CCC2O,CHEMBL2431525,inactive
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,CHEMBL169,inactive
CC1CCC2C(C)(C)C3CC12CCC3(C)OC(=O)Cc1cccnc1,CHEMBL135095,inactive
O=S(=O)(NCCc1c(C(c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,CHEMBL4174326,inactive
O=[N+]([O-])c1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)cc1,CHEMBL4172955,inactive
O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4159524,inactive
CCC#CCOc1cc(Cn2ccnc2)c2c(=O)c3ccccc3oc2c1,CHEMBL4639677,inactive
O=C1CCc2cc(-c3cccnc3)cc(Br)c2N1,CHEMBL2165322,inactive
CCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL39275,inactive
CCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL39513,inactive
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1CC1=C2CC(=O)C=CC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL3752191,inactive
COc1cccc2c1CCC1C(c3ccncc3)C21,CHEMBL66673,inactive
CCCCCCCCC1CC(CCCCCCCC)(c2ccncc2)C(=O)NC1=O,CHEMBL338746,inactive
Brc1ccc(-c2csc(-c3ccncc3)n2)cn1,CHEMBL1957219,inactive
COc1ccc(-c2nc(-c3cccnc3)cs2)cc1,CHEMBL1957213,inactive
CCCCC1CC(CC)(c2ccncc2)C(=O)NC1=O,CHEMBL333185,inactive
CC12CCC3C(C(=O)C=C4CCCCC43CO)C1CCC2=O,CHEMBL302741,inactive
CCOC(=O)c1csc(-c2cc3ccc(N(CC)CC)cc3oc2=O)n1,CHEMBL4078790,inactive
CC(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1,CHEMBL404981,inactive
CN(c1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12)S(C)(=O)=O,CHEMBL222189,inactive
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12,CHEMBL220885,inactive
COc1ccc2c(c1)OC1(CCN(C(=O)Cn3cncn3)CC1)CC2=O,CHEMBL1784792,inactive
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C3=NN(c4ccccc4)C(c4ccccc4)C3CC12,CHEMBL3754253,inactive
CC1CC2(O)OC1(C)C=C1CCC3C(C)(C)CCCC3(C)C12,CHEMBL4866633,inactive
CC12CCC3C(CC=C4CC(=O)CCC43C)C1CC(=Cc1ccc(OCCCn3ccnc3)cc1)C2=O,CHEMBL2282047,inactive
COc1ccc(C2C3CC4C5CC=C6CC(=O)C=CC6(C)C5CCC4(C)C3=NN2C)cc1,CHEMBL3752216,inactive
CCCCCCCCC=CCCCCCCCC(=O)O,CHEMBL8659,inactive
OCCC=Nc1ccc(NCCCO)c2c(O)c3c(O)ccc(O)c3c(O)c12,CHEMBL4568316,inactive
CCc1[nH]c2ccc(C(=O)NCC(C)n3cncn3)cc2c1C,CHEMBL1784794,inactive
O=C1c2ccccc2CCC1C(O)c1ccncn1,CHEMBL168444,inactive
Nc1ccc(C2(C3CCCC3)CCC(=O)NC2=O)cc1,CHEMBL305483,inactive
CC(O)(c1cncc(-n2nc(C(F)(F)F)c3ccccc32)c1)C(F)(F)F,CHEMBL4071689,inactive
COc1ccc(C2CC(=O)c3ccccc3O2)cc1CC=C(C)C,CHEMBL1162951,inactive
Clc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)s1,CHEMBL476979,inactive
Clc1ccc(C(C2Cc3ccccc3O2)n2cnnn2)c(Cl)c1,CHEMBL65549,inactive
Fc1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1,CHEMBL3893614,inactive
CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12,CHEMBL443530,inactive
CC(C)(C)c1ccc(CN(Cc2cccs2)n2cncn2)cc1,CHEMBL517816,inactive
Cc1ncc(CNc2ccc(OCC(O)Cn3ccnc3)cc2)cn1,CHEMBL1784796,inactive
Clc1ccc(CN(Cc2cccc3ccsc23)n2ccnc2)c(Cl)c1,CHEMBL514514,inactive
COc1cccc(C2COc3ccccc3C2=O)c1,CHEMBL2011182,inactive
COc1ccc(C2COc3ccccc3C2=O)cc1,CHEMBL2011183,inactive
CC12CCC3C(CC=C4C(SC(F)F)C(=O)CCC43C)C1CCC2=O,CHEMBL2113524,inactive
Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1,CHEMBL1215665,inactive
COc1ccc(OCc2cn(Cc3ccc(C#N)cc3)nn2)cc1,CHEMBL1825036,inactive
CC(C)(O)c1cncc(-n2ncc3c(C(F)(F)F)cccc32)c1,CHEMBL4067000,inactive
c1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL490794,inactive
CC(C)(C)c1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL516275,inactive
O=S(=O)(C1CCOCC1)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3931836,inactive
CC1C(OC(=O)C(C)(C)c2cccnc2)CC2CC1C2(C)C,CHEMBL337251,inactive
O=S(=O)(NCCc1c(C(c2ccc(O)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,CHEMBL4170504,inactive
O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc([N+](=O)[O-])c1,CHEMBL4174670,inactive
N#Cc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,CHEMBL1825045,inactive
O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-],CHEMBL4168266,inactive
COc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,CHEMBL2333329,inactive
Cc1cc(C)c(C)c(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3c(C)c(C)cc(C)c3C)c2)c1C,CHEMBL4436270,inactive
Nc1cccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3cccc(N)c3)c2)c1,CHEMBL4448018,inactive
CC(=O)Nc1ccc(N(C)S(C)(=O)=O)c(OCc2ccccc2)c1,CHEMBL272456,inactive
COc1ccccc1CN(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,CHEMBL491214,inactive
Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)c(Cl)c1,CHEMBL489359,inactive
Oc1ccc(-c2nc(-c3cccnc3)cs2)cc1,CHEMBL1957215,inactive
CCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL38877,inactive
COc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,CHEMBL4165064,inactive
O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,CHEMBL161530,inactive
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1)S(C)(=O)=O,CHEMBL220792,inactive
CC(C)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL274387,inactive
CC12CCC3C(CCC4C(=S)C(=O)CCC43C)C1CCC2=O,CHEMBL288242,inactive
COc1ccc(OCc2cn(C(c3ccc(C#N)cc3)c3ccc(C#N)cc3)nn2)cc1,CHEMBL1824753,inactive
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1,CHEMBL220829,inactive
COC(=O)C1Cc2c([nH]c3ccccc23)CN1CC1CC1,CHEMBL1915161,inactive
CCCCCC=CCC=CCCCCCCCC(=O)O,CHEMBL267476,inactive
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,CHEMBL15594,inactive
OCc1cc(-c2ccccc2)[nH]c2c1ccc1nccc12,CHEMBL2442772,inactive
CCn1ccc2c3c(C(=O)O)cc(-c4ccccc4)nc3ccc21,CHEMBL2442765,inactive
CC(C)(C(=O)Nc1ccccc1Oc1ccc(F)cc1)n1cncn1,CHEMBL1784810,inactive
O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,CHEMBL224786,inactive
COc1cc(O)c(C2CC(c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)C=Cc1ccccc1,CHEMBL3134107,inactive
COc1ccc2c(c1)C(=O)C(=Cc1ccncc1)CC2,CHEMBL419131,inactive
O=[N+]([O-])c1ccccc1S(=O)(=O)NCc1cccc(CNS(=O)(=O)c2ccccc2[N+](=O)[O-])c1,CHEMBL4555477,inactive
O=c1c2ccccc2oc2c(Cn3ccnc3)c([N+](=O)[O-])ccc12,CHEMBL1083664,inactive
CC(C)=C(c1ccncc1)c1ccc(-c2cccc(N)c2)cc1,CHEMBL1173326,inactive
COc1cccc2c1CCC(Cc1ccncc1)C2=O,CHEMBL90427,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,CHEMBL149791,inactive
Cc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1,CHEMBL4170393,inactive
O=S(=O)(NCCc1c(C(c2ccc(Br)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,CHEMBL4171198,inactive
O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,CHEMBL4159101,inactive
COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4cc(=O)oc5ccccc45)nn3)c1)CC2,CHEMBL3589966,inactive
Fc1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,CHEMBL3582472,inactive
CC(C)(O)c1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,CHEMBL3582477,inactive
COc1ccc2c(c1)CC(Cc1ccncc1)C2=O,CHEMBL26279,inactive
O=C1CC(c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,CHEMBL458395,inactive
CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)ccc1O,CHEMBL464007,inactive
CC12CCC3C(CC=C4CCCCC43C)C1CC(Br)C2=O,CHEMBL71363,inactive
CC(C)=CCc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,CHEMBL458188,inactive
O=C1CCc2cc(C(c3cccnc3)c3cccc(Cl)c3)cc3c2N1CC3,CHEMBL2312971,inactive
O=C(Cn1ccnc1)c1ccc(OCc2ccccc2)cc1,CHEMBL3359960,inactive
O=S(=O)(C1CC1)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3922888,inactive
c1ccc(-c2cc(-c3cccnc3)nc(-c3cccnc3)c2)cc1,CHEMBL495566,inactive
O=C1C(=Cc2ccncc2)CCc2c1ccc1c2CCCC1,CHEMBL376039,inactive
O=c1ccc2ccc(OCCn3ccnc3)cc2o1,CHEMBL390152,inactive
COc1cc(O)c2c(c1)OC1(C)C(O)C(C)CC(O)C1C2=O,CHEMBL376473,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCCO)cc1)c1ccccc1,CHEMBL3422046,inactive
O=S(=O)(NCCc1c(C(c2ccc(O)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,CHEMBL4166016,inactive
CC(=O)OC1CCCC2(CO)C1=CCC1C3CCC(=O)C3(C)CCC12,CHEMBL1630271,inactive
O=[N+]([O-])c1ccc(C=Cc2cccc([N+](=O)[O-])c2)cc1,CHEMBL1173131,inactive
CC12CCC3C(CC=C4CC(=O)CCC43C)C1CC(=Cc1cccc(OCCCn3ccnc3)c1)C2=O,CHEMBL2282050,inactive
Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)s1,CHEMBL475944,inactive
CCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL204184,inactive
COCSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,CHEMBL291279,inactive
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O,CHEMBL374535,inactive
CC12C=CC(=O)C=C1C(CC=O)CC1C2CCC2(C)C(=O)CCC12,CHEMBL3753463,inactive
COc1cccc2c1CC(Cc1ccncc1)C2=O,CHEMBL283782,inactive
Cc1cc(O)cc2c1Oc1cc(O)cc(C)c1C(=O)O2,CHEMBL3221175,inactive
Oc1ccc(C(=C(Cn2cnnc2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,CHEMBL4752568,inactive
CCCCCCCc1cn(Cc2ccc(C#N)cc2)nn1,CHEMBL1825027,inactive
O=C1CCc2cc(C(c3ccccc3)c3cccnc3)cc3c2N1CC3,CHEMBL2312968,inactive
CCC(C)CC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL287647,inactive
N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)cc1,CHEMBL4167841,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(F)cc1,CHEMBL3422029,inactive
COc1ccc2c(c1)OC(c1cccc(CC=C(C)C)c1)CC2=O,CHEMBL229906,inactive
CC(C)(C(=O)OC1(C)C2CC3CC(C2)CC1C3)c1cccnc1,CHEMBL3084923,inactive
COc1ccc(C2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C,CHEMBL229789,inactive
CC(C(=O)OC1CC2CC(C1C)C2(C)C)c1ccncc1,CHEMBL133724,inactive
N#Cc1ccc(C(c2ccc(C#N)cc2)n2nccn2)cc1,CHEMBL1825022,inactive
COCCC12CCC(=O)C=C1CCC1C2=CCC2(C)C(=O)CCC12,CHEMBL165925,inactive
COc1cccc(-c2nc(-c3cccnc3)ns2)c1,CHEMBL1957209,inactive
Brc1ccc(-c2csc(-c3cccnc3)n2)cn1,CHEMBL1957220,inactive
C(=C1c2ccccc2-c2ccccc21)c1ccncc1,CHEMBL383145,inactive
CCCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL90856,inactive
N#Cc1ccc(C2CCCCc3cncn32)c(F)c1,CHEMBL3099683,inactive
CC12CCC3C(C(Sc4ccccc4)C=C4C(Oc5ccccc5)C(=O)CCC43C)C1CCC2=O,CHEMBL335408,inactive
COCOC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,CHEMBL290309,inactive
Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1N,CHEMBL1173327,inactive
COc1ccc2c(c1)OC(c1ccc(O)cc1)CC2=O,CHEMBL402970,inactive
COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O,CHEMBL256407,inactive
O=[N+]([O-])c1cccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3cccc([N+](=O)[O-])c3)[nH]c3ccccc23)c1,CHEMBL4176982,inactive
CCn1c2ccccc2c2ccc(C(c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(Cl)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(Cl)cc3)cc21,CHEMBL4170175,inactive
O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(Cl)cc1)c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(Cl)cc1,CHEMBL4166769,inactive
CC1CCC2C(C)(C)C3CC12CCC3(C)OC(=O)C(C)(C)c1cccnc1,CHEMBL444068,inactive
CCC(=C(c1ccc(O)cc1)c1ccc(OCCCN)cc1)c1ccccc1,CHEMBL3422050,inactive
CC12CCC3C(CCC4=CCCCC43C(F)F)C1CCC2O,CHEMBL2112309,inactive
